n	expression
6249	((012+(3*45))+(678*9))
6250	((01+((((2*3)*4)+56)*78))+9)
6251	((((01234*5)-6)+78)+9)
6252	(((012*34)*5)+((6*78)*9))
6253	(((012-3)+4)*((56*7)+89))
6254	((((01234*5)+67)+8)+9)
6255	(((((0-12)+34)-5)+678)*9)
6256	((012+34)*((5+(6*7))+89))
6257	(((((0-1)-2)+34)*5)+(678*9))
6258	((((01234*5)+6)-7)+89)
6259	((01234*5)-((6-7)*89))
6260	((((01234*5)-6)+7)+89)
6261	((((01+234)*5)*6)-789)
6262	((((012*3)-4)*5)+(678*9))
6263	((((01234*5)+6)+78)+9)
6264	(((0123-45)-6)*(78+9))
6265	(01234+((567-8)*9))
6266	((0123-4)+((5+678)*9))
6267	((((01-2)+34)*5)+(678*9))
6268	(012-(34*(5-(((6+7)+8)*9))))
6269	(((01234*5)+(6*(7+8)))+9)
6270	((0123+45)+(678*9))
6271	(((01-2)+(34*5))+(678*9))
6272	((((01234*5)+6)+7)+89)
6273	((((01*234)-5)+(6*78))*9)
6274	((0123+4)+((5+678)*9))
6275	(((01+2)+(34*5))+(678*9))
6276	(((((01*23)-4)*5)*67)-89)
6277	((01+(((23-4)*5)*67))-89)
6278	(((01+(2*3))*45)+(67*89))
6279	(((((0-1)-2)*34)*5)+6789)
6280	(((01+((23*45)*6))+78)-9)
6281	((((0123*(45+6))+7)-8)+9)
6282	(((((0*123)+4)*5)+678)*9)
6283	((((0123*(45+6))-7)+8)+9)
6284	((012+(34*5))+(678*9))
6285	((012*(3-45))+6789)
6286	(((((0-1)+(23*45))*6)-7)+89)
6287	((((01+2)+34)*5)+(678*9))
6288	(((0-1)+(2*3456))-(7*89))
6289	(((01*2)*3456)-(7*89))
6290	((01+(2*3456))-(7*89))
6291	((01*234)-((5-678)*9))
6292	((((0-123)*4)-5)+6789)
6293	(((01+((23*45)*6))-7)+89)
6294	(((((012*34)+5)+6)*(7+8))+9)
6295	(((((01-2)+3)*456)*7)-89)
6296	(((0-12)+345)+(67*89))
6297	((012*(3+456))+789)
6298	((((01+(23*45))*6)-7)+89)
6299	(((01234*5)-6)+((7+8)*9))
6300	(((((0*1)-23)+45)+678)*9)
6301	(((01234*5)+(6*7))+89)
6302	((((0-123)*4)+5)+6789)
6303	((((01*2)*34)*5)+(67*89))
6304	((01+((2*34)*5))+(67*89))
6305	((((0-1)-2)+345)+(67*89))
6306	(0123+(((4+5)+678)*9))
6307	(((0-12)*(34-567))-89)
6308	(((0*12)+345)+(67*89))
6309	((((01-23)+45)+678)*9)
6310	(((01*2)+345)+(67*89))
6311	(((01+2)+345)+(67*89))
6312	(((012-34)+(5*6))*789)
6313	(01+((((23-4)-5)-6)*789))
6314	((((0-123)*(4-56))+7)-89)
6315	(((0-1)-(23*4))+((5+67)*89))
6316	((((012+3)-4)*(567+8))-9)
6317	((0-1)+(234*((5-67)+89)))
6318	(((0123*45)-6)+789)
6319	(01+(234*((5-67)+89)))
6320	((012+345)+(67*89))
6321	(((0-12)*(34+5))+6789)
6322	(((((01+2)*34)+5)*(67-8))+9)
6323	(((0123+4)*56)-789)
6324	((((0-1)-(23*4))*5)+6789)
6325	(01+((23+45)*((6+78)+9)))
6326	(((01234*5)+67)+89)
6327	(((01234+5)-(67*8))*9)
6328	(((0-1)-((23*4)*5))+6789)
6329	(((((0*1)-23)*4)*5)+6789)
6330	(((0123*45)+6)+789)
6331	(((01*234)-5)+(678*9))
6332	(((01+234)-5)+(678*9))
6333	((0-12)+(((3*(4+5))+678)*9))
6334	(((01-(23*4))*5)+6789)
6335	((((01+2)*34)*56)+(7*89))
6336	(((0123+45)+(67*8))*9)
6337	((((01*2)*(3+456))*7)-89)
6338	(((0123*(45+6))+(7*8))+9)
6339	(((0-1)-(2*34))+((5+67)*89))
6340	((((0-1)+234)+5)+(678*9))
6341	(((01*234)+5)+(678*9))
6342	(((01+234)+5)+(678*9))
6343	((((01*2)*(3+45))*67)-89)
6344	(((01+(2*(3+456)))*7)-89)
6345	((01+234)*((5-67)+89))
6346	(01-((((2-34)+5)-678)*9))
6347	((((((012*3)*4)+5)*6)*7)+89)
6348	((012+34)*((56-7)+89))
6349	((((01-23)*4)*5)+6789)
6350	((0123+4)*(((56-7)-8)+9))
6351	((0-12)+(((34-5)+678)*9))
6352	(((0123*(45+6))+7)+(8*9))
6353	((0-1)+((2*3)*((45*6)+789)))
6354	(((012*3)*45)+(6*789))
6355	(((0123*(45+6))-7)+89)
6356	((01*2)*(((3+(456*7))-8)-9))
6357	(012+(((3*(4+5))+678)*9))
6358	((((01-23)+4)+(56*7))*(8+9))
6359	((01234*5)+(((6+7)+8)*9))
6360	(((0123*(45+6))+78)+9)
6361	((((0-1)+(23*(45-6)))*7)+89)
6362	(((0-12)-34)+((5+67)*89))
6363	(((((0*12)+34)-5)+678)*9)
6364	(01+(((234+5)+(6*78))*9))
6365	((01*2)+(((34-5)+678)*9))
6366	(((012*34)-5)+(67*89))
6367	((((((01-2)+3)*456)*7)-8)-9)
6368	(((012-3)*45)+(67*89))
6369	(((0123*(45+6))+7)+89)
6370	((((01*23)*((45*6)+7))+8)-9)
6371	((((0-1)-2)-34)+((5+67)*89))
6372	(((((0-12)-3)+45)+678)*9)
6373	(((01-2)-34)+((5+67)*89))
6374	(((0*12)-34)+((5+67)*89))
6375	(012+(((34-5)+678)*9))
6376	((((0-12)*34)-5)+6789)
6377	(((01+2)-34)+((5+67)*89))
6378	(0123+(45*(67+(8*9))))
6379	((((0-12)*(34-567))-8)-9)
6380	(((0-1)+234)+((5+678)*9))
6381	((01*234)+((5+678)*9))
6382	(012345-(67*89))
6383	(((012*(3+4))*5)+(67*89))
6384	((((0-12)+3)*45)+6789)
6385	((((((01-2)+3)*456)*7)-8)+9)
6386	((((0-12)*34)+5)+6789)
6387	(((0123*(4-56))*(7-8))-9)
6388	(((((0-123)*(4-56))-7)+8)-9)
6389	((((012+3)*(4+56))*7)+89)
6390	(((((01*23)+4)+5)+678)*9)
6391	(((((0-1)+234)+567)*8)-9)
6392	((0123*(45+6))+(7*(8+9)))
6393	(((((01+23)*45)*6)-78)-9)
6394	((01*23)*((((45*6)+7)-8)+9))
6395	((((0-12)*(34-567))+8)-9)
6396	(((012+34)-5)*(67+89))
6397	((((0-12)*(34-567))-8)+9)
6398	(((((01+23)*45)*6)+7)-89)
6399	((((01*234)+567)*8)-9)
6400	((01+((234+567)*8))-9)
6401	(((01+23)*((45*6)-7))+89)
6402	((((012+3)*4)*5)+(678*9))
6403	(((01+(234*5))*6)-(7*89))
6404	(((0*123)-4)+((5+67)*89))
6405	(0123+(((4*5)+678)*9))
6406	(((((0-123)*(4-56))-7)+8)+9)
6407	((((01+234)+567)*8)-9)
6408	((((0*1234)+5)+67)*89)
6409	(01234+((567+8)*9))
6410	(((0123+4)*56)-(78*9))
6411	(((((01+23)*45)*6)-78)+9)
6412	(((0*123)+4)+((5+67)*89))
6413	((((0-12)*(34-567))+8)+9)
6414	((((01+2)*34)*56)+(78*9))
6415	(((((01*2)*(3+45))*67)-8)-9)
6416	(((0-1)+((234+567)*8))+9)
6417	((((01*234)+567)*8)+9)
6418	((01+((234+567)*8))+9)
6419	(((012+3)-4)+((5+67)*89))
6420	((((0123*4)-5)*(6+7))+89)
6421	(((012-3)+4)+((5+67)*89))
6422	(((0-1)+((23*4)*5))+(67*89))
6423	((((01*23)*4)*5)+(67*89))
6424	(((012+3)-4)*((567+8)+9))
6425	((((01+234)+567)*8)+9)
6426	((012-3)*((45+678)-9))
6427	((((01+234)*5)*6)-(7*89))
6428	(((01+(23*4))*5)+(67*89))
6429	(012+((((3+4)*5)+678)*9))
6430	((0123*((4+56)-7))-89)
6431	((012*(34+5))+(67*89))
6432	(((0-12)-345)+6789)
6433	(((((01*2)*(3+45))*67)-8)+9)
6434	((((0-1)+23)+4)+((5+67)*89))
6435	(((0-12)+345)+(678*9))
6436	(((01+23)+4)+((5+67)*89))
6437	(((((01*23)-4)*5)*67)+(8*9))
6438	((((01*23)+45)+6)*(78+9))
6439	(01+(((23+45)+6)*(78+9)))
6440	(((012*3)+4)*((5+67)+89))
6441	((((0-1)-2)-345)+6789)
6442	((((0*1)-2)-345)+6789)
6443	(((01-2)-345)+6789)
6444	(((0*12)-345)+6789)
6445	((((0-1)+2)-345)+6789)
6446	(((01*2)-345)+6789)
6447	(((01+2)-345)+6789)
6448	((((0-1)+2)+345)+(678*9))
6449	(((01*2)+345)+(678*9))
6450	(((01+2)+345)+(678*9))
6451	(((0*1)-2)+(((34+5)+678)*9))
6452	((01-2)+(((34+5)+678)*9))
6453	((012*((3+456)+78))+9)
6454	(((01-(2*34))*5)+6789)
6455	((01*2)+(((34+5)+678)*9))
6456	((012-345)+6789)
6457	(((01*2)*(((3+45)*67)+8))+9)
6458	((01+(2*(((3+45)*67)+8)))+9)
6459	((012+345)+(678*9))
6460	(((0123*4)+5)+(67*89))
6461	((01+(23*((45*6)+7)))+89)
6462	((((01-(2*3))+45)+678)*9)
6463	((((01+23)*(45-6))*7)-89)
6464	(((0-1)+(((23+4)+56)*78))-9)
6465	((012*34)-((5-678)*9))
6466	((01+(((23+4)+56)*78))-9)
6467	(((0-12)*(3-45))+(67*89))
6468	(((0-12)*(34-567))+(8*9))
6469	(01+(2*((3-(45*(6-78)))-9)))
6470	((((((01+23)*45)*6)+7)-8)-9)
6471	((((012+34)-5)+678)*9)
6472	(01+((((2+34)+5)+678)*9))
6473	(((((01-2)+3)*456)*7)+89)
6474	((((0-1)-(2*3))*45)+6789)
6475	(01+((2*3)*(456+(7*89))))
6476	(((01*2)*34)+((5+67)*89))
6477	((((01+(23*4))+5)*67)-89)
6478	((((0-123)*(4-56))-7)+89)
6479	(((01*2)*(3+(456*7)))+89)
6480	(((((0*12)-3)+45)+678)*9)
6481	(((((0-12)+34)*5)*(67-8))-9)
6482	((01*2)-(((3-45)-678)*9))
6483	(((((01*23)+4)+56)*78)+9)
6484	(((0*1)-23)+((45+678)*9))
6485	(((0-12)*(34-567))+89)
6486	((((((01+23)*45)*6)+7)+8)-9)
6487	((01-((23-456)*(7+8)))-9)
6488	((0-1234)+(((5+6)*78)*9))
6489	(((0123+4)*56)-(7*89))
6490	(01+(((23+(4*5))+678)*9))
6491	(((((01-23)-4)*5)*(6-(7*8)))-9)
6492	(012*(((3+456)-7)+89))
6493	((01-2)+(34*(56+((7+8)*9))))
6494	((((01+(2*3))*45)+67)*(8+9))
6495	(0123+((4+5)*(6+(78*9))))
6496	((((0-1)+23)*4)+((5+67)*89))
6497	(((012*34)-(5*67))*89)
6498	(((012-3)*(45+678))-9)
6499	(01+((((2-3)+45)+678)*9))
6500	(((01*23)*4)+((5+67)*89))
6501	((((01+2)*34)*56)+789)
6502	(((0123*((4+56)-7))-8)-9)
6503	(((01-2)-3)+((45+678)*9))
6504	(((0*12)-3)+((45+678)*9))
6505	(((012*34)-5)+(678*9))
6506	(((01*2)-3)+((45+678)*9))
6507	((((0*123)+45)+678)*9)
6508	(01-((((2-3)*45)-678)*9))
6509	(((01-2)+3)+((45+678)*9))
6510	(((0*12)+3)+((45+678)*9))
6511	((((0-1)+2)+3)+((45+678)*9))
6512	(((01*2)+3)+((45+678)*9))
6513	(((0-12)*(3+(4*5)))+6789)
6514	((01+(2*3))+((45+678)*9))
6515	(((012*34)+5)+(678*9))
6516	(((012-3)*(45+678))+9)
6517	(01-((((2-3)-45)-678)*9))
6518	(((0-1)-((2*3)*45))+6789)
6519	(((((0*1)-2)*3)*45)+6789)
6520	((01-((2*3)*45))+6789)
6521	((((01*2)*(3+45))*67)+89)
6522	((012+3)+((45+678)*9))
6523	((((01*23)*4)*((56+7)+8))-9)
6524	((0-1)+(((23-4)+56)*(78+9)))
6525	(((((01-2)+3)+45)+678)*9)
6526	(01+(((23-4)+56)*(78+9)))
6527	((0123-4)+((5+67)*89))
6528	((012-((3-4)*56))*(7+89))
6529	(((0-1)+23)+((45+678)*9))
6530	((01*23)+((45+678)*9))
6531	((01+23)+((45+678)*9))
6532	(((0*1)-2)+(((3+45)+678)*9))
6533	((01-2)+(((3+45)+678)*9))
6534	(((((0*12)+3)+45)+678)*9)
6535	((0123+4)+((5+67)*89))
6536	(((0123*((4+56)-7))+8)+9)
6537	(((0*12)+3)*((4*567)-89))
6538	(((0-1)+2)+(3*((4*567)-89)))
6539	((012*(3+45))+(67*89))
6540	((0-12)-((3-45)*(67+89)))
6541	(((((01+2)*34)*5)*(6+7))-89)
6542	(((((0-1)+23)*4)*5)+(678*9))
6543	((((0123-45)+6)*78)-9)
6544	((01+((((23-4)-5)*6)*78))-9)
6545	(((0123-4)*56)-(7*(8+9)))
6546	(012+(((3+45)+678)*9))
6547	(((((0-12)+(34*5))*6)*7)-89)
6548	((01*2)*(34-((5*(6-78))*9)))
6549	((((0-1)-234)-5)+6789)
6550	((((0*1)-234)-5)+6789)
6551	(((01-234)-5)+6789)
6552	((0123-45)*((67+8)+9))
6553	(01+((((2+3)+45)+678)*9))
6554	(((0123-4)*((56+7)-8))+9)
6555	((012*34)+((5+678)*9))
6556	(((0-1)+2345)+((6*78)*9))
6557	((01*2345)+((6*78)*9))
6558	(((0123-4)*5)+(67*89))
6559	((((0-1)-234)+5)+6789)
6560	((((0*1)-234)+5)+6789)
6561	(((01-234)+5)+6789)
6562	(((((01+23)*45)*6)-7)+89)
6563	(((0-1)-((2+3)*45))+6789)
6564	(((01-(2*3))*45)+6789)
6565	((01-((2+3)*45))+6789)
6566	(((((0-1)-(23*4))-5)*67)*(8-9))
6567	(((((01+23)*45)*6)+78)+9)
6568	((((0123-4)*56)-7)-89)
6569	(01+(2*((3+(456*7))+89)))
6570	((012*(34+5))+(678*9))
6571	(((0-12)*((3*4)-567))-89)
6572	(((0123-4)+5)*((6+(7*8))-9))
6573	((((0-1)-23)*(4+5))+6789)
6574	((01*2)*(((345+67)*8)-9))
6575	(01+(2*(((345+67)*8)-9)))
6576	(((((01+23)*45)*6)+7)+89)
6577	((((0123-4)*56)-78)-9)
6578	((012+34)*((56+78)+9))
6579	(((01+234)-((5-67)*8))*9)
6580	(((012*(3+4))+56)*((7*8)-9))
6581	(((0-1)-(23*(4+5)))+6789)
6582	((((0123-4)*56)+7)-89)
6583	((01-(23*(4+5)))+6789)
6584	((01234*5)+(6*(78-9)))
6585	(((01234-5)*6)-789)
6586	(((((012+3)-4)+56)+7)*89)
6587	(((0-1)+(((23*4)+5)*67))+89)
6588	((((012-3)+45)+678)*9)
6589	(((0123*4)-5)+(678*9))
6590	((01*2)+((((3*45)*6)-78)*9))
6591	((0123*(4+56))-789)
6592	(((01-2)-3)-((4-(56*7))*(8+9)))
6593	((((0-1)+(2*(345+67)))*8)+9)
6594	(((01+(23*4))*((56+7)+8))-9)
6595	((((0123-4)*56)-78)+9)
6596	((((0*123)-4)+(56*7))*(8+9))
6597	(((((012+3)*4)-5)+678)*9)
6598	(((0123+4)*5)+(67*89))
6599	(((0123*4)+5)+(678*9))
6600	(((0123+4)+5)*((67-8)-9))
6601	((((01*2)*(345+67))*8)+9)
6602	((01+((2*(345+67))*8))+9)
6603	(0123+((45*6)*((7+8)+9)))
6604	(((((0-1)-2)-34)*5)+6789)
6605	(01+(2*(((3+456)*7)+89)))
6606	(((((012+3)*45)+67)-8)*9)
6607	(((0-12)-(34*5))+6789)
6608	((0123*((4+56)-7))+89)
6609	((((01-2)-3)*45)+6789)
6610	(01234+(56*(7+89)))
6611	(((((01+23)-4)*5)*67)-89)
6612	((((01+2)*34)*5)+(678*9))
6613	((((01*2)+345)+(6*7))*(8+9))
6614	((((01-2)-34)*5)+6789)
6615	((((012*34)+(5*67))-8)*9)
6616	((((0-1)-2)-(34*5))+6789)
6617	((((0*1)-2)-(34*5))+6789)
6618	(((01-2)-(34*5))+6789)
6619	((((0*12)-34)*5)+6789)
6620	((((0-1)+2)-(34*5))+6789)
6621	(((0-123)-45)+6789)
6622	(((01+2)-(34*5))+6789)
6623	(01-(2*(34-(5*(678-9)))))
6624	(((((0-1)+2)-34)*5)+6789)
6625	((((0123*4)+(5*67))*8)+9)
6626	(((01+((23*4)*(5+67)))-8)+9)
6627	((((012*(3+4))-5)*(6+78))-9)
6628	(((0-1)+((2-34)*5))+6789)
6629	((((01*2)-34)*5)+6789)
6630	(0123+((45+678)*9))
6631	((012-(34*5))+6789)
6632	(((((0123*(4+5))*6)+7)-8)-9)
6633	((012-3)*((4-56)+789))
6634	((((01+2)-34)*5)+6789)
6635	((((0-1)+23)*((4*56)+78))-9)
6636	(((0123-45)+6)*(7+(8*9)))
6637	((((((0-12)+(34*5))*6)*7)-8)+9)
6638	(((012+3)*45)+(67*89))
6639	((0123*4)+((5+678)*9))
6640	(((((0-12)*3)*4)-5)+6789)
6641	((((01+23)*(45-6))*7)+89)
6642	((((012+3)+45)+678)*9)
6643	((01+234)+((5+67)*89))
6644	((01234*5)+(6*(7+(8*9))))
6645	(((01234+5)*6)-789)
6646	(((0-123)-(4*5))+6789)
6647	(((01234*5)+(6*78))+9)
6648	(((((0123*(4+5))*6)+7)+8)-9)
6649	(((((0-1)-23)-4)*5)+6789)
6650	(((((0-12)*3)*4)+5)+6789)
6651	((((0-1)-2)-(3*45))+6789)
6652	((((0*1)-2)-(3*45))+6789)
6653	(((01*2)*345)+(67*89))
6654	((((0*12)-3)*45)+6789)
6655	((01-((23+4)*5))+6789)
6656	(((01*2)-(3*45))+6789)
6657	((((0-123)-4)-5)+6789)
6658	(((((0123-4)*56)-7)-8)+9)
6659	((((01-23)-4)*5)+6789)
6660	(012*(((3+456)+7)+89))
6661	((((0-12)*((3*4)-567))-8)+9)
6662	((01234*5)-(6*(7-89)))
6663	(((01+2)*(3-45))+6789)
6664	((((0*1234)+56)*7)*(8+9))
6665	((((0-123)+4)-5)+6789)
6666	((012-(3*45))+6789)
6667	((((0-123)-4)+5)+6789)
6668	(((01234*5)-6)+((7*8)*9))
6669	(((((01*2)*34)-5)+678)*9)
6670	(((((0123-4)*56)+7)+8)-9)
6671	(((0123-4)*56)-(7*(8-9)))
6672	(((01234-5)*6)-(78*9))
6673	(((0123-4)*56)-((7-8)*9))
6674	((0123*45)+(67*(8+9)))
6675	((((0-123)*4)+567)*89)
6676	(01+(((((2-3)+4)+5)+67)*89))
6677	((((0-12)*((3*4)-567))+8)+9)
6678	((012*(3+45))+(678*9))
6679	(((012-34)*5)+6789)
6680	(((01234*5)+6)+((7*8)*9))
6681	((((01+2)*(345-67))*8)+9)
6682	(((((0-1)-2)*34)-5)+6789)
6683	((((012*3)*4)*5)+(67*89))
6684	(012*((((3+4)+567)-8)-9))
6685	((01-(23*(4-(5*(67-8)))))-9)
6686	(((0-123)+(4*5))+6789)
6687	(((((012+3)*4)+5)+678)*9)
6688	(((((0-1)-23)*4)-5)+6789)
6689	(((((0-1)-23)+4)*5)+6789)
6690	((((012-3)-4)+5)*(678-9))
6691	((((0-1)-(23*4))-5)+6789)
6692	((0123*45)+((6+7)*89))
6693	(((01-(23*4))-5)+6789)
6694	((01-(2*(3+45)))+6789)
6695	((01-((23-4)*5))+6789)
6696	((((01-23)*4)-5)+6789)
6697	(((0123-4)*5)+(678*9))
6698	(((((0-1)-23)*4)+5)+6789)
6699	((((01-23)+4)*5)+6789)
6700	((((0-12)*(3+4))-5)+6789)
6701	((01234*5)+((67-8)*9))
6702	(((((0*1)-23)*4)+5)+6789)
6703	(((01-(23*4))+5)+6789)
6704	(((0-1)+(2*(3-45)))+6789)
6705	(((01*2)*(3-45))+6789)
6706	((((01-23)*4)+5)+6789)
6707	((((0123*(4+5))*6)+(7*8))+9)
6708	((((0-12)*3)-45)+6789)
6709	(((((01-2)-3)*4)*5)+6789)
6710	((((0-12)*(3+4))+5)+6789)
6711	(((0-123)+45)+6789)
6712	((01-(2*(34+5)))+6789)
6713	((((01*23)*4)*(5+67))+89)
6714	((((01*23)+45)+678)*9)
6715	(((01234*5)+(67*8))+9)
6716	(((((0*1)-2)*34)-5)+6789)
6717	(((01-(2*34))-5)+6789)
6718	((((012+3)*(456-7))-8)-9)
6719	((0-1)+(2*((3456-7)-89)))
6720	((((0-1)-23)-45)+6789)
6721	((((0*1)-23)-45)+6789)
6722	(((01-23)-45)+6789)
6723	((((01+23)+45)+678)*9)
6724	(((((0-12)+3)-4)*5)+6789)
6725	((((0-1)-(2*34))+5)+6789)
6726	(((((0*1)-2)*34)+5)+6789)
6727	(((01-(2*34))+5)+6789)
6728	(((01-2)-((3*4)*5))+6789)
6729	((((0-12)-3)-45)+6789)
6730	(((0-1)-(2*(34-5)))+6789)
6731	((((0*1)-2)*(34-5))+6789)
6732	(((01234+5)*6)-(78*9))
6733	((((0123-4)*56)+78)-9)
6734	(((((0-12)-3)*4)+5)+6789)
6735	((((0-12)+3)-45)+6789)
6736	((((012+3)*(456-7))-8)+9)
6737	(((0123+4)*5)+(678*9))
6738	((((0-12)-34)-5)+6789)
6739	(((01-(2*3))-45)+6789)
6740	((((01-2)-3)-45)+6789)
6741	((((0*12)-3)-45)+6789)
6742	(((((0-1)+2)-3)-45)+6789)
6743	((((01*2)-3)-45)+6789)
6744	(((0*123)-45)+6789)
6745	(((01234-(56*7))*8)+9)
6746	((((01-2)+3)-45)+6789)
6747	((((0*12)+3)-45)+6789)
6748	((((0-12)-34)+5)+6789)
6749	((((01*2)+3)-45)+6789)
6750	((((0*12)-34)-5)+6789)
6751	((((0123-4)*56)+78)+9)
6752	(01234-((5-67)*89))
6753	(((012-3)-45)+6789)
6754	(((((0*12)-3)-4)*5)+6789)
6755	(((01*2)*(3-(4*5)))+6789)
6756	(((((0-1)-23)-4)-5)+6789)
6757	((0123*(4+56))-(7*89))
6758	((((01-23)-4)-5)+6789)
6759	(((012+3)-45)+6789)
6760	((((0*12)-34)+5)+6789)
6761	(((((0-1)+2)-34)+5)+6789)
6762	(((012-34)-5)+6789)
6763	((((01+2)-34)+5)+6789)
6764	(((0123+(4*5))-67)*89)
6765	(((01*2)*(3456-78))+9)
6766	((((0-1)+23)-45)+6789)
6767	(((01*23)-45)+6789)
6768	(((01+23)-45)+6789)
6769	((((0*123)-4)*5)+6789)
6770	((((0-12)-(3*4))+5)+6789)
6771	((((012+3)*456)-78)+9)
6772	(((012-34)+5)+6789)
6773	(((((0-12)-3)+4)-5)+6789)
6774	(((012*34)*5)+(6*789))
6775	(01+(2*((3456-78)+9)))
6776	((((01-23)+4)+5)+6789)
6777	(((012+3)*45)+(678*9))
6778	(((012-3)-(4*5))+6789)
6779	(((((0-12)+3)+4)-5)+6789)
6780	(((012*3)-45)+6789)
6781	(((((0-12)+3)-4)+5)+6789)
6782	(((012*(3-4))+5)+6789)
6783	(((((0*12)+3)-4)-5)+6789)
6784	(((0*1234)-5)+6789)
6785	(((((0*12)-3)+4)-5)+6789)
6786	(((((01*2)*3)-4)-5)+6789)
6787	(((01-23)+(4*5))+6789)
6788	((((0*123)+4)-5)+6789)
6789	((0*12345)+6789)
6790	((((0*123)-4)+5)+6789)
6791	(((((0*12)+3)+4)-5)+6789)
6792	(((01*2)*345)+(678*9))
6793	(((01+23)-(4*5))+6789)
6794	(((0*1234)+5)+6789)
6795	((((012+3)-4)-5)+6789)
6796	((012+((3-4)*5))+6789)
6797	((((012-3)+4)-5)+6789)
6798	((((0*123)+4)+5)+6789)
6799	((((012-3)-4)+5)+6789)
6800	(((((01-2)+3)+4)+5)+6789)
6801	(((((0*12)+3)+4)+5)+6789)
6802	(((((0-1)+23)-4)-5)+6789)
6803	((((01*23)-4)-5)+6789)
6804	(((0123-45)+678)*9)
6805	((((012+3)-4)+5)+6789)
6806	((((0-12)+34)-5)+6789)
6807	((((012-3)+4)+5)+6789)
6808	(((012+(3*4))-5)+6789)
6809	((((0*123)+4)*5)+6789)
6810	((((0-1)-23)+45)+6789)
6811	((((0*1)-23)+45)+6789)
6812	(((01-23)+45)+6789)
6813	((((01*23)-4)+5)+6789)
6814	((((01+23)-4)+5)+6789)
6815	(((((0-1)-2)+34)-5)+6789)
6816	((((0-12)+34)+5)+6789)
6817	((((01-2)+34)-5)+6789)
6818	((((0*12)+34)-5)+6789)
6819	((((0-12)-3)+45)+6789)
6820	((((01*2)+34)-5)+6789)
6821	((((01*23)+4)+5)+6789)
6822	((((01+23)+4)+5)+6789)
6823	((((01+23)*4)*(5+67))-89)
6824	((((012*3)+4)-5)+6789)
6825	((((0-12)+3)+45)+6789)
6826	((((012*3)-4)+5)+6789)
6827	((((01-2)+34)+5)+6789)
6828	((((0*12)+34)+5)+6789)
6829	(((01-(2*3))+45)+6789)
6830	(((012+34)-5)+6789)
6831	((((0*12)-3)+45)+6789)
6832	(((01*23)+(4*5))+6789)
6833	((((01*2)-3)+45)+6789)
6834	(((0*123)+45)+6789)
6835	((01-((2-3)*45))+6789)
6836	((((01-2)+3)+45)+6789)
6837	((((0*12)+3)+45)+6789)
6838	((01+(2*(3456+7)))-89)
6839	(((01234*5)+678)-9)
6840	(((012+34)+5)+6789)
6841	(01234+((56+7)*89))
6842	((((0-1)+(2*3456))-78)+9)
6843	(((012-3)+45)+6789)
6844	((((012+3)*4)-5)+6789)
6845	(((012*3)+(4*5))+6789)
6846	(((((012+3)*456)+7)+8)-9)
6847	(((01*2)*(34-5))+6789)
6848	((01+(2*(34-5)))+6789)
6849	(((012+3)+45)+6789)
6850	(((((012+3)*456)-7)+8)+9)
6851	((((0-1)+(2*34))-5)+6789)
6852	((((01*2)*34)-5)+6789)
6853	((((0123-45)+6)-7)*89)
6854	((((012+3)*4)+5)+6789)
6855	(((((012*3)*4)-56)*78)-9)
6856	((((0-1)+23)+45)+6789)
6857	(((01*23)+45)+6789)
6858	(((01+23)+45)+6789)
6859	((012*((3*4)+567))-89)
6860	((01+((2*(3+4))*5))+6789)
6861	((012+((3*4)*5))+6789)
6862	((((01*2)*34)+5)+6789)
6863	(((01+(2*34))+5)+6789)
6864	((0123-45)*((6-7)+89))
6865	((((01*2)*3456)-(7*8))+9)
6866	(((01234*5)-6)+(78*9))
6867	((0123-45)+6789)
6868	(((012*(3+4))-5)+6789)
6869	((((((0-1)+2)+3)*4)*5)+6789)
6870	(((012*3)+45)+6789)
6871	(((012*((3+4)+567))-8)-9)
6872	(((((0-1)+23)*4)-5)+6789)
6873	((012*((3*4)-5))+6789)
6874	((01-(2*(3-45)))+6789)
6875	((((0-1)+(23*4))-5)+6789)
6876	((((01*23)*4)-5)+6789)
6877	(((01+(23*4))-5)+6789)
6878	(((012*(3+4))+5)+6789)
6879	((((01-2)+3)*45)+6789)
6880	((((01+23)*4)-5)+6789)
6881	((012*((3-4)+567))+89)
6882	(((((0-1)+23)*4)+5)+6789)
6883	(((0-1)+((23-4)*5))+6789)
6884	((((01*23)-4)*5)+6789)
6885	(((01*2)*(3+45))+6789)
6886	((((01*23)*4)+5)+6789)
6887	(((01+(23*4))+5)+6789)
6888	(((((01*2)*3456)-7)-8)-9)
6889	((((01+23)-4)*5)+6789)
6890	((((01+23)*4)+5)+6789)
6891	(((01*2)*((3456-7)-8))+9)
6892	((0123-(4*5))+6789)
6893	(((((0*12)+3)*4)*567)+89)
6894	((((01+(2*345))+67)+8)*9)
6895	(((01*2)+((3*4)*567))+89)
6896	((((01+2)*34)+5)+6789)
6897	((0-123)+(45*(67+89)))
6898	(((01+(2*(3456-7)))+8)-9)
6899	((((0-12)+34)*5)+6789)
6900	((0123*4)+((5+67)*89))
6901	(((01*2)*((3456+7)-8))-9)
6902	(((((01*2)*3456)+7)-8)-9)
6903	((01234+5678)-9)
6904	(((((01*2)*3456)-7)+8)-9)
6905	((012+((3*4)*567))+89)
6906	(((01+2)*(34+5))+6789)
6907	((((01+(2*3456))-7)-8)+9)
6908	((((((0-1)+234)*5)*6)+7)-89)
